search_role,title,company,location,salary_min,salary_max,description,category,posted_date,url,description_clean,skills_found,skill_count,skills_found_str
data scientist,Assistant Professor / Associate Professor / Professor Computer Science & Engineering and Adjacent Disciplines,Woxsen University,"Hyderabad, Telangana",,,"Woxsen University is one of India's leading private universities, recognized for academic excellence, global engagement, interdisciplinary education, and research-led innovation. The School of Technology is committed to developing future-ready engineers and researchers who solve real-world challenges through cutting-edge teaching, impactful research, and strong industry collaboration. We invite applications from exceptional academics and researchers for faculty positions at the Assistant Profes…",Teaching Jobs,2026-07-10T15:26:22Z,https://www.adzuna.in/land/ad/5795462718?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=23008571310C2E9CBB1C8B4195B8F3BE3A2BAF9A,"woxsen university is one of india's leading private universities, recognized for academic excellence, global engagement, interdisciplinary education, and research-led innovation. the school of technology is committed to developing future-ready engineers and researchers who solve real-world challenges through cutting-edge teaching, impactful research, and strong industry collaboration. we invite applications from exceptional academics and researchers for faculty positions at the assistant profes…",['excel'],1,excel
data scientist,Customer Success Consultant,Asper.ai,"Bangalore, Karnataka",,,"Customer Success – Solutions Location: Bengaluru Type: Full-Time About Asper.ai Asper.ai is an AI-powered SaaS company focused on transforming enterprise decision-making through Demand Planning and Revenue Growth Management (RGM) solutions for the Consumer Packaged Goods (CPG) industry. As a Customer Success – Solutions professional, you will serve as a trusted advisor to enterprise clients, driving successful product implementations, enabling adoption, delivering business value, and shaping pr…",IT Jobs,2026-06-27T14:58:29Z,https://www.adzuna.in/land/ad/5778920121?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=123752B2133EE93E827B67F305F4A73E0DA33164,"customer success – solutions location: bengaluru type: full-time about asper.ai asper.ai is an ai-powered saas company focused on transforming enterprise decision-making through demand planning and revenue growth management (rgm) solutions for the consumer packaged goods (cpg) industry. as a customer success – solutions professional, you will serve as a trusted advisor to enterprise clients, driving successful product implementations, enabling adoption, delivering business value, and shaping pr…",[],0,
data scientist,"Principal Scientist I, (QSP) - Modeling & Simultion",Novartis,India,,,"This job is with Novartis, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Summary In this role, you will work closely with PKS M&S, Therapeutic Areas, and multidisciplinary teams to develop and apply quantitative disease models that inform key scientific and development decisions. You will contribute to the development of mechanistic disease models, support model-informed insights, and h…",Scientific & QA Jobs,2026-07-03T00:54:25Z,https://www.adzuna.in/land/ad/5785772384?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=95A417478D445F0C1C453AF57031CDB3584E0D9E,"this job is with novartis, an inclusive employer and a member of mygwork – the largest global platform for the lgbtq business community. please do not contact the recruiter directly. summary in this role, you will work closely with pks m&s, therapeutic areas, and multidisciplinary teams to develop and apply quantitative disease models that inform key scientific and development decisions. you will contribute to the development of mechanistic disease models, support model-informed insights, and h…",[],0,
data scientist,Credit Portfolio Manager,Confidential Careers,India,,,"RESPONSIBILITIES: Work with internal partners to develop a robust portfolio management framework and a comprehensive credit & fraud risk management infrastructure for the Digital Bank. Define the credit & portfolio management strategy, focusing primarily on Consumer products, Merchant lending, and SME lending portfolios. Establish credit risk appetite and thresholds for the product portfolios. Develop a comprehensive process and build credit portfolio monitoring and control systems to assess, i…",Accounting & Finance Jobs,2026-07-05T05:29:50Z,https://www.adzuna.in/land/ad/5788599321?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=1D353D578E7F01D793D6E0311B2A98584BAEF146,"responsibilities: work with internal partners to develop a robust portfolio management framework and a comprehensive credit & fraud risk management infrastructure for the digital bank. define the credit & portfolio management strategy, focusing primarily on consumer products, merchant lending, and sme lending portfolios. establish credit risk appetite and thresholds for the product portfolios. develop a comprehensive process and build credit portfolio monitoring and control systems to assess, i…",['git'],1,git
data scientist,Assistant Professor – Computer Engineering,Vishwakarma Institute Of Technology,India,,,"About the Role We are seeking a passionate and qualified Assistant Professor in Computer Engineering to join our dynamic academic team. The successful candidate will be responsible for delivering high-quality education, mentoring students, conducting research, and contributing to institutional excellence through innovation, industry collaboration, and academic administration. Key Responsibilities Deliver engaging lectures and practical sessions for Undergraduate (UG) . Develop and continuously …",Teaching Jobs,2026-07-18T18:06:21Z,https://www.adzuna.in/land/ad/5806135466?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=C9E1E2B3ABF2BFC3FB9721115868E53F423DD423,"about the role we are seeking a passionate and qualified assistant professor in computer engineering to join our dynamic academic team. the successful candidate will be responsible for delivering high-quality education, mentoring students, conducting research, and contributing to institutional excellence through innovation, industry collaboration, and academic administration. key responsibilities deliver engaging lectures and practical sessions for undergraduate (ug) . develop and continuously …",['excel'],1,excel
data scientist,DS & AI Full Stack Engineer,Pfizer,"Mumbai, Maharashtra",,,"This job is with Pfizer, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Description ROLE SUMMARY The AI Acceleration (AIA) function within the Chief Marketing Office (CMO) is the single, business-led engine that owns the design, delivery, and scale-up of priority AI capabilities across Commercial. AIA works in tight collaboration with various Pfizer functions to deploy and maintain p…",IT Jobs,2026-07-23T02:11:11Z,https://www.adzuna.in/land/ad/5811159050?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=7DFD56B72967366FE9A1A88C97A3FC4E0933837B,"this job is with pfizer, an inclusive employer and a member of mygwork – the largest global platform for the lgbtq business community. please do not contact the recruiter directly. job description role summary the ai acceleration (aia) function within the chief marketing office (cmo) is the single, business-led engine that owns the design, delivery, and scale-up of priority ai capabilities across commercial. aia works in tight collaboration with various pfizer functions to deploy and maintain p…",[],0,
data scientist,"Sr.Manager / Manger, ZBS FP&A Project",ZEISS India,"Bangalore, Karnataka",,,"Key Responsibilities: Primary Duties and Responsibilities: Lead the design and delivery of Power BI solutions for FP&A, including dashboards, scorecards, and standardized reporting to support budgeting, forecasting, month-end analysis, and management decision-making. Build and maintain scalable financial data models, KPIs, and calculations in Power BI by integrating data from ERP, Excel, and other source systems to ensure accuracy, consistency, and trusted reporting outputs. Partner closely wit…",IT Jobs,2026-06-05T17:22:04Z,https://www.adzuna.in/land/ad/5753194518?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=CC91565C3739F4B9BB3DACF033DB1D4267125472,"key responsibilities: primary duties and responsibilities: lead the design and delivery of power bi solutions for fp&a, including dashboards, scorecards, and standardized reporting to support budgeting, forecasting, month-end analysis, and management decision-making. build and maintain scalable financial data models, kpis, and calculations in power bi by integrating data from erp, excel, and other source systems to ensure accuracy, consistency, and trusted reporting outputs. partner closely wit…","['excel', 'power bi', 'scala']",3,"excel, power bi, scala"
data scientist,Assistant Professor- Computer Science and Engineering,Amity University,"Noida, Ghaziabad",,,"Amity University is a highly research-oriented, Innovation-driven and Inter-disciplinary University accredited by the NAAC with grade 'A' and ranked 22 by NIRF. It has over 35,000 students at its campus in Noida (Delhi NCR) . The University is ranked amongst the top 3% of universities globally and has the Highest US and UK accreditations . The large National and Global network of Amity Universities and Institutions provides immense opportunities for joint research and mobility through its stron…",IT Jobs,2026-07-04T17:06:15Z,https://www.adzuna.in/land/ad/5787964850?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=704C8C74D98153FDA23CD7084C5D134794FD7FCF,"amity university is a highly research-oriented, innovation-driven and inter-disciplinary university accredited by the naac with grade 'a' and ranked 22 by nirf. it has over 35,000 students at its campus in noida (delhi ncr) . the university is ranked amongst the top 3% of universities globally and has the highest us and uk accreditations . the large national and global network of amity universities and institutions provides immense opportunities for joint research and mobility through its stron…",[],0,
data scientist,Assistant Professor of Computer Science,Jaipur Engineering College and Research Centre ,"Jaipur, Rajasthan",,,"Company Description Jaipur Engineering College and Research Centre (JECRC), part of the JECRC Foundation, is one of the leading educational institutions in North India, offering excellence in engineering, management, and pure & applied sciences education. Located in Jaipur, JECRC is known for its state-of-the-art infrastructure, experienced faculty, and a strong focus on fostering a culture of innovation and engineering excellence. With over 10,000 students across various disciplines, JECRC pro…",Engineering Jobs,2026-07-11T15:36:24Z,https://www.adzuna.in/land/ad/5796865429?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=2BB8EEC313F814C81DBEC5FB75816DD9EA4797FD,"company description jaipur engineering college and research centre (jecrc), part of the jecrc foundation, is one of the leading educational institutions in north india, offering excellence in engineering, management, and pure & applied sciences education. located in jaipur, jecrc is known for its state-of-the-art infrastructure, experienced faculty, and a strong focus on fostering a culture of innovation and engineering excellence. with over 10,000 students across various disciplines, jecrc pro…",['excel'],1,excel
data scientist,Assistant Professor,IR.MITWPU -Dr. Vishwanath Karad MIT World Peace University,India,,,"MIT-WPU Job Description 1. Job Details Job Title Assistant Professor – Computer Engineering and Technology School / Department School of Computer Engineering and Technology (SoCET) Location Pune An Assistant Professor in Computer Engineering and Technology occupies the first step in the career ladder of faculty within the department. The role is expected to deliver high-quality teaching across core and emerging areas of computer science and engineering (such as programming, data structures, alg…",IT Jobs,2026-07-24T18:59:54Z,https://www.adzuna.in/land/ad/5813877185?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=4E07EBD60BE9D38F8B166AD8FA5E5C4B3799CCF3,"mit-wpu job description 1. job details job title assistant professor – computer engineering and technology school / department school of computer engineering and technology (socet) location pune an assistant professor in computer engineering and technology occupies the first step in the career ladder of faculty within the department. the role is expected to deliver high-quality teaching across core and emerging areas of computer science and engineering (such as programming, data structures, alg…",[],0,
data scientist,"Faculty Member (as per UGC Cadre) - Computer Science, AI & Machine Learning",ATLAS SkillTech University,"Mumbai, Maharashtra",,,"Role Overview Atlas SkillTech University invites applications from dynamic academicians, researchers, and industry practitioners in Computer Science, Artificial Intelligence, Machine Learning, and allied domains. The selected faculty will anchor advanced courses in AI/ML, Deep Learning, NLP, Generative AI, and Data Science while driving cutting-edge research and industry-linked innovation. As part of the vibrant uGDX School of Technology, you will mentor India's next generation of AI engineers …",Scientific & QA Jobs,2026-07-04T17:03:45Z,https://www.adzuna.in/land/ad/5787963989?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=3AA53270E70C188754E2DD286FEE1A3C3616EE72,"role overview atlas skilltech university invites applications from dynamic academicians, researchers, and industry practitioners in computer science, artificial intelligence, machine learning, and allied domains. the selected faculty will anchor advanced courses in ai/ml, deep learning, nlp, generative ai, and data science while driving cutting-edge research and industry-linked innovation. as part of the vibrant ugdx school of technology, you will mentor india's next generation of ai engineers …","['machine learning', 'deep learning', 'nlp']",3,"machine learning, deep learning, nlp"
data scientist,AI Project Manager,Accenture in India,"Bangalore, Karnataka",,,"Job Title: AI/ML Computational Science Manager Skill Required: AI Project Management, Stakeholder communication, Governance, Finance Management, Risk Management, AI-ML Solution Development Designation: Management Level –Manager Job Location: Pan India Qualification: BTech/BE, MTech Years of Experience: 10 Years Roles and Responsibilities Delivery Leadership: Lead a team of AI engineers to prototype, test, and deploy solutions in agile sprints. Agile Project Management: Manage the AI Project usi…",IT Jobs,2026-07-04T17:06:19Z,https://www.adzuna.in/land/ad/5787964879?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=441F3EF863609878F0C024AF192A9DBDD916E0EB,"job title: ai/ml computational science manager skill required: ai project management, stakeholder communication, governance, finance management, risk management, ai-ml solution development designation: management level –manager job location: pan india qualification: btech/be, mtech years of experience: 10 years roles and responsibilities delivery leadership: lead a team of ai engineers to prototype, test, and deploy solutions in agile sprints. agile project management: manage the ai project usi…",['communication'],1,communication
data scientist,Data Scientist-Data Science-Data Scientist,EXL,India,,,"Description Data Scientists design and implement data analysis processes to derive actionable insights. Duties include building statistical models, analyzing large datasets, and presenting findings to stakeholders. You will collaborate with other data professionals to solve complex problems and improve business outcomes. Proficiency in data science tools and techniques is essential. Responsibilities · Data collation, processing, cleaning & transformation along with feature engineering and model…","Energy, Oil & Gas Jobs",2026-02-26T01:46:48Z,https://www.adzuna.in/details/5645288318?utm_medium=api&utm_source=3a1fdfd4,"description data scientists design and implement data analysis processes to derive actionable insights. duties include building statistical models, analyzing large datasets, and presenting findings to stakeholders. you will collaborate with other data professionals to solve complex problems and improve business outcomes. proficiency in data science tools and techniques is essential. responsibilities · data collation, processing, cleaning & transformation along with feature engineering and model…",[],0,
data scientist,Risk Strategy and Analytics,EliteRecruitments,India,,,"Director – Credit Risk Analytics, Policy & Solutioning (Embedded Finance)  Location: Bengaluru (Preferred) | Mumbai | Gurugram  Experience: 12 Years About the Company Our client is a leading fintech organization driving innovation across digital payments, lending, and embedded financial services. With a strong technology-first approach and a rapidly growing ecosystem, the company partners with businesses to build scalable financial solutions that enable seamless access to credit for merchants, …",Accounting & Finance Jobs,2026-07-02T17:24:32Z,https://www.adzuna.in/land/ad/5785411035?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=6347AD1F1D5257E9281C2BCA7DFA7114BE8D169F,"director – credit risk analytics, policy & solutioning (embedded finance) location: bengaluru (preferred) | mumbai | gurugram experience: 12 years about the company our client is a leading fintech organization driving innovation across digital payments, lending, and embedded financial services. with a strong technology-first approach and a rapidly growing ecosystem, the company partners with businesses to build scalable financial solutions that enable seamless access to credit for merchants, …","['git', 'scala']",2,"git, scala"
data scientist,Project Manager – Data and Analytics (6 months contract),MIGSO-PCUBED,"Bangalore, Karnataka",,,"Project Manager – Data and Analytics Job Summary We are seeking an experienced Project Manager to lead Data and Analytics initiatives , with a focus on Snowflake migrations, SAP data migrations, or similar projects . The ideal candidate will have a strong background in project management, data governance, and stakeholder collaboration , ensuring seamless execution of data-driven projects. Key Responsibilities Project Leadership Lead end-to-end project management for data migration initiatives, …",IT Jobs,2026-07-21T16:40:25Z,https://www.adzuna.in/land/ad/5809278078?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=AB55EF9DFA3270816BE3773ED69A4AB834B13BBD,"project manager – data and analytics job summary we are seeking an experienced project manager to lead data and analytics initiatives , with a focus on snowflake migrations, sap data migrations, or similar projects . the ideal candidate will have a strong background in project management, data governance, and stakeholder collaboration , ensuring seamless execution of data-driven projects. key responsibilities project leadership lead end-to-end project management for data migration initiatives, …",[],0,
data scientist,Senior Data Engineer,ABB,"Bangalore, Karnataka",,,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: R&D Principal Engineer Your role and responsibilities: At ABB’s Common…",IT Jobs,2026-07-11T10:06:17Z,https://www.adzuna.in/land/ad/5796513625?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=A9D87487989B6EE32D61BC0BDF628F3AA987BE78,"this job is with abb, an inclusive employer and a member of mygwork – the largest global platform for the lgbtq business community. please do not contact the recruiter directly. at abb, we help industries run leaner and cleaner—and every person here makes that happen. you’ll be empowered to lead, supported to grow, and proud of the impact we create together. join us and help run what runs the world. this position reports to: r&d principal engineer your role and responsibilities: at abb’s common…",[],0,
data scientist,Vice President of Finance,Bright Money,India,,,"About Bright Money Bright Money is a Consumer FinTech for middle-income consumers. It brings together SaaS products to help consumers build credit, manage their debt, and get access to suitable loans and credit cards. These are the major financial needs of middle-income consumers living paycheck-to-paycheck. Bright is a profitable, India-built, U.S.-market Consumer FinTech, with revenue trajectory to $100M in the coming 6 months. The business model combines subscription revenue with a financial…",Accounting & Finance Jobs,2026-07-19T02:13:54Z,https://www.adzuna.in/land/ad/5806351274?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=F69FD3E4B8F1FCF8AFA717EA3C2977281006F6A3,"about bright money bright money is a consumer fintech for middle-income consumers. it brings together saas products to help consumers build credit, manage their debt, and get access to suitable loans and credit cards. these are the major financial needs of middle-income consumers living paycheck-to-paycheck. bright is a profitable, india-built, u.s.-market consumer fintech, with revenue trajectory to $100m in the coming 6 months. the business model combines subscription revenue with a financial…",[],0,
data scientist,Assistant Manager,Deloitte,"Chennai, Tamil Nadu",,,"The team Deloitte Strategy, Risk & Transaction helps entities mitigate risk while discovering new opportunities to create value. Our end-to-end risk services span all domains, from managing strategic risks in the C-Suite to improving board oversight, and from balancing financial and environmental policies to addressing cyber threats. Learn more about Risk, Regulatory & Forensic ) Your work profile Design, develop, and maintain data pipelines using AWS services (Glue, Athena, S3, QuickSight) Dat…",IT Jobs,2026-07-22T16:51:53Z,https://www.adzuna.in/land/ad/5810844475?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=3120EC2622A2808A3BD9D3A652E6ACF7831E93D3,"the team deloitte strategy, risk & transaction helps entities mitigate risk while discovering new opportunities to create value. our end-to-end risk services span all domains, from managing strategic risks in the c-suite to improving board oversight, and from balancing financial and environmental policies to addressing cyber threats. learn more about risk, regulatory & forensic ) your work profile design, develop, and maintain data pipelines using aws services (glue, athena, s3, quicksight) dat…",['aws'],1,aws
data scientist,US Property Accountant,RHC India,"Ahmedabad, Gujarat",,,"About the Company: Relay Human Cloud is a young & dynamic company that helps some of the top US-based companies to expand their team internationally. Relay is a truly global company having its operations in US, India, Honduras, and Mexico (We are also adding a few more countries soon). Our core focus is to enable companies to connect with the best international talent. Relay helps its clients in majorly following areas: Accounting & Finance, Administration, Operations, Space Planning, Leasing, …",Accounting & Finance Jobs,2026-07-23T18:55:27Z,https://www.adzuna.in/land/ad/5812350878?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=E597F1FB64CCC8C1042576FA06BB3DE7B95F6693,"about the company: relay human cloud is a young & dynamic company that helps some of the top us-based companies to expand their team internationally. relay is a truly global company having its operations in us, india, honduras, and mexico (we are also adding a few more countries soon). our core focus is to enable companies to connect with the best international talent. relay helps its clients in majorly following areas: accounting & finance, administration, operations, space planning, leasing, …",[],0,
data scientist,US Property Accountant (Night Shift),RHC India,"Ahmedabad, Gujarat",,,"About the Company: Relay Human Cloud is a young & dynamic company that helps some of the top US-based companies to expand their team internationally. Relay is a truly global company having its operations in US, India, Honduras, and Mexico (We are also adding a few more countries soon). Our core focus is to enable companies to connect with the best international talent. Relay helps its clients in majorly following areas: Accounting & Finance, Administration, Operations, Space Planning, Leasing, …",Accounting & Finance Jobs,2026-07-22T16:53:11Z,https://www.adzuna.in/land/ad/5810845588?se=HGoyruuH8RGDt8XhBqbuuQ&utm_medium=api&utm_source=3a1fdfd4&v=F7F71C5DB117AB09997C9A3CBFDC09415991A7EF,"about the company: relay human cloud is a young & dynamic company that helps some of the top us-based companies to expand their team internationally. relay is a truly global company having its operations in us, india, honduras, and mexico (we are also adding a few more countries soon). our core focus is to enable companies to connect with the best international talent. relay helps its clients in majorly following areas: accounting & finance, administration, operations, space planning, leasing, …",[],0,
data scientist,Yardi Accountant,RHC India,"Ahmedabad, Gujarat",,,"About the Company: Relay Human Cloud is a young & dynamic company that helps some of the top US-based companies to expand their team internationally. Relay is a truly global company having its operations in US, India, Honduras, and Mexico (We are also adding a few more countries soon). Our core focus is to enable companies to connect with the best international talent. Relay helps its clients in majorly following areas: Accounting & Finance, Administration, Operations, Space Planning, Leasing, …",Accounting & Finance Jobs,2026-07-22T16:54:06Z,https://www.adzuna.in/land/ad/5810846175?se=IsM6sOuH8RGbP-ztLwVsXQ&utm_medium=api&utm_source=3a1fdfd4&v=7C2CB606A1FBAAC6DAD6DABB9F9FF6AA515702A9,"about the company: relay human cloud is a young & dynamic company that helps some of the top us-based companies to expand their team internationally. relay is a truly global company having its operations in us, india, honduras, and mexico (we are also adding a few more countries soon). our core focus is to enable companies to connect with the best international talent. relay helps its clients in majorly following areas: accounting & finance, administration, operations, space planning, leasing, …",[],0,
data scientist,"Senior Manager, Credit Card Portfolio Management",Confidential,India,,,"A leading financial services organisation is looking for an experienced credit risk leader to drive credit card strategy across the customer lifecycle. This role is responsible for portfolio performance, credit policy, growth initiatives, and risk management. You will work closely with Product, Data Science, Risk, and Operations teams to develop and execute strategies that support sustainable growth while maintaining strong risk controls. Key Responsibilities: Lead credit card strategy across a…",Accounting & Finance Jobs,2026-07-03T17:35:54Z,https://www.adzuna.in/land/ad/5786785250?se=IsM6sOuH8RGbP-ztLwVsXQ&utm_medium=api&utm_source=3a1fdfd4&v=FD406D141706D3463C97CBC9BD5A5136A1C4FEB8,"a leading financial services organisation is looking for an experienced credit risk leader to drive credit card strategy across the customer lifecycle. this role is responsible for portfolio performance, credit policy, growth initiatives, and risk management. you will work closely with product, data science, risk, and operations teams to develop and execute strategies that support sustainable growth while maintaining strong risk controls. key responsibilities: lead credit card strategy across a…",[],0,
data scientist,Assoc Medical Data Review Mgr.,IQVIA India,"Bangalore, Karnataka",,,"Project Role: Assoc Medical Data Review Mgr. Work location: Pan India Work Mode: Home Based Job Overview Provide comprehensive Medical Review expertise to provide efficient, quality data management products that meet customer needs. Provide project management support in the areas of structured patient data review per clinician's perspective. Essential Functions Identify patient anomalies to ensure medical congruency/plausibility of a subject data per protocol. With minimal guidance, provide pro…",Scientific & QA Jobs,2026-07-09T22:17:12Z,https://www.adzuna.in/land/ad/5794281234?se=IsM6sOuH8RGbP-ztLwVsXQ&utm_medium=api&utm_source=3a1fdfd4&v=9B03554FBEA5302BD024EA03C7E22C7474644049,"project role: assoc medical data review mgr. work location: pan india work mode: home based job overview provide comprehensive medical review expertise to provide efficient, quality data management products that meet customer needs. provide project management support in the areas of structured patient data review per clinician's perspective. essential functions identify patient anomalies to ensure medical congruency/plausibility of a subject data per protocol. with minimal guidance, provide pro…",[],0,
data scientist,Data Scientist Data Science Intern,Adway Institute Of Management Education Private Limited,"Coimbatore, Tamil Nadu",,,We are looking for a Data Scientist Data Science Intern to join our team at at Adway Institute Of Management Education Private Limited contributing to software data or IT system development and support This role offers an inhand salary of 25000 39000 and a chance to work in a fastpaced technologydriven environment Key Responsibilities Develop test or maintain software applications databases or analytical tools Analyze data generate insights and ensure system accuracy Troubleshoot issues and sup…,IT Jobs,2026-07-21T06:40:29Z,https://www.adzuna.in/details/5808699400?utm_medium=api&utm_source=3a1fdfd4,we are looking for a data scientist data science intern to join our team at at adway institute of management education private limited contributing to software data or it system development and support this role offers an inhand salary of 25000 39000 and a chance to work in a fastpaced technologydriven environment key responsibilities develop test or maintain software applications databases or analytical tools analyze data generate insights and ensure system accuracy troubleshoot issues and sup…,[],0,
data scientist,Manager-Data Science-Data Scientist,EXL,India,,,"Description Are you ready to help shape the future of AI? Join our dynamic Data Science Center of Excellence (CoE) and be at the forefront of transforming real business challenges into innovative, AI-powered solutions. As a Data Scientist in the CoE, you’ll work with experienced data scientists, engineers, and business leaders to accelerate experimentation and deliver high-impact projects that drive business strategy forward. You’ll play a pivotal role in both exploring new AI opportunities thr…",IT Jobs,2025-11-23T22:46:29Z,https://www.adzuna.in/details/5510511306?utm_medium=api&utm_source=3a1fdfd4,"description are you ready to help shape the future of ai? join our dynamic data science center of excellence (coe) and be at the forefront of transforming real business challenges into innovative, ai-powered solutions. as a data scientist in the coe, you’ll work with experienced data scientists, engineers, and business leaders to accelerate experimentation and deliver high-impact projects that drive business strategy forward. you’ll play a pivotal role in both exploring new ai opportunities thr…",['excel'],1,excel
data scientist,Senior Data Scientist/ Data Scientist,Neal Analytics,"Gurgaon, Haryana",,,"Lead a small group of DS developers in collaborate/streamline data science work with product, BA, MLOps. Cover tasks in DS model development/redevelopment and support the deployment into multiple markets for production purpose. Leading the collaboration with MLOps to understand the need for industrialization, ensure smooth transition from DS development to industrialization by providing sufficient DS support. Code development/redevelopment planning, provide direct support to DS developers in th…",IT Jobs,2026-06-09T06:55:05Z,https://www.adzuna.in/details/5756758921?utm_medium=api&utm_source=3a1fdfd4,"lead a small group of ds developers in collaborate/streamline data science work with product, ba, mlops. cover tasks in ds model development/redevelopment and support the deployment into multiple markets for production purpose. leading the collaboration with mlops to understand the need for industrialization, ensure smooth transition from ds development to industrialization by providing sufficient ds support. code development/redevelopment planning, provide direct support to ds developers in th…",[],0,
data scientist,Senior Data Scientist/ Data Scientist,Neal Analytics,"Pune, Maharashtra",,,"Lead a small group of DS developers in collaborate/streamline data science work with product, BA, MLOps. Cover tasks in DS model development/redevelopment and support the deployment into multiple markets for production purpose. Leading the collaboration with MLOps to understand the need for industrialization, ensure smooth transition from DS development to industrialization by providing sufficient DS support. Code development/redevelopment planning, provide direct support to DS developers in th…",IT Jobs,2026-06-09T06:55:05Z,https://www.adzuna.in/details/5756758919?utm_medium=api&utm_source=3a1fdfd4,"lead a small group of ds developers in collaborate/streamline data science work with product, ba, mlops. cover tasks in ds model development/redevelopment and support the deployment into multiple markets for production purpose. leading the collaboration with mlops to understand the need for industrialization, ensure smooth transition from ds development to industrialization by providing sufficient ds support. code development/redevelopment planning, provide direct support to ds developers in th…",[],0,
data scientist,Senior Data Scientist/ Data Scientist,Neal Analytics,"Bangalore, Karnataka",,,"Lead a small group of DS developers in collaborate/streamline data science work with product, BA, MLOps. Cover tasks in DS model development/redevelopment and support the deployment into multiple markets for production purpose. Leading the collaboration with MLOps to understand the need for industrialization, ensure smooth transition from DS development to industrialization by providing sufficient DS support. Code development/redevelopment planning, provide direct support to DS developers in th…",IT Jobs,2026-06-09T06:55:05Z,https://www.adzuna.in/details/5756758920?utm_medium=api&utm_source=3a1fdfd4,"lead a small group of ds developers in collaborate/streamline data science work with product, ba, mlops. cover tasks in ds model development/redevelopment and support the deployment into multiple markets for production purpose. leading the collaboration with mlops to understand the need for industrialization, ensure smooth transition from ds development to industrialization by providing sufficient ds support. code development/redevelopment planning, provide direct support to ds developers in th…",[],0,
data scientist,Data Scientist/Senior Data Scientist,Neal Analytics,"Gurgaon, Haryana",,,"Design and implement advanced solutions utilizing Large Language Models (LLMs). Demonstrate self-driven initiative by taking ownership and creating end-to-end solutions. Conduct research and stay informed about the latest developments in generative AI and LLMs. Develop and maintain code libraries, tools, and frameworks to support generative AI development. Participate in code reviews and contribute to maintaining high code quality standards. Engage in the entire software development lifecycle, …",IT Jobs,2026-06-09T06:55:02Z,https://www.adzuna.in/details/5756758826?utm_medium=api&utm_source=3a1fdfd4,"design and implement advanced solutions utilizing large language models (llms). demonstrate self-driven initiative by taking ownership and creating end-to-end solutions. conduct research and stay informed about the latest developments in generative ai and llms. develop and maintain code libraries, tools, and frameworks to support generative ai development. participate in code reviews and contribute to maintaining high code quality standards. engage in the entire software development lifecycle, …",[],0,
data scientist,Data Scientist/Senior Data Scientist,Neal Analytics,"Pune, Maharashtra",,,"Design and implement advanced solutions utilizing Large Language Models (LLMs). Demonstrate self-driven initiative by taking ownership and creating end-to-end solutions. Conduct research and stay informed about the latest developments in generative AI and LLMs. Develop and maintain code libraries, tools, and frameworks to support generative AI development. Participate in code reviews and contribute to maintaining high code quality standards. Engage in the entire software development lifecycle, …",IT Jobs,2026-06-09T06:55:02Z,https://www.adzuna.in/details/5756758828?utm_medium=api&utm_source=3a1fdfd4,"design and implement advanced solutions utilizing large language models (llms). demonstrate self-driven initiative by taking ownership and creating end-to-end solutions. conduct research and stay informed about the latest developments in generative ai and llms. develop and maintain code libraries, tools, and frameworks to support generative ai development. participate in code reviews and contribute to maintaining high code quality standards. engage in the entire software development lifecycle, …",[],0,
